Target,Text
6,"When i saw the trailer for the upcoming Fast&Furious 7 i was really disappointed.Especially after fast 6 the franchise was getting away for its primary target: ""Street Racing"" and not forget the second point: ""illegal"". If you compare the first movie and the last one you will barely noticed that is the same movie.The only same are the actors and the brand name, nothing else.We have in 2001 a small mid-level garage with import Japanese cars and cost's up to 60k $ which to keep them running they are involved to TV and DVD theft to high level ""agents"",racing with Ferrari's,Tesla's and car's above to 3 million dollars.Are you kidding me?As a car enthusiast i was expecting to see car chase,illegal modifications and more street racing.If you see fast 7 you can barely notice street racing.In conclusion Fast 7 was to me more like a mix from old scenes of fast&furious franchise,action and more fighting like Taken or Expendables (should we expect and liam neeson in the next movie?),a little drama and a small taste from bollywood (especially the scenes with Ramsey and Hobbs).If you like movies with action and fight,then Fast 7 is perfect but if you are a car fan you will be disappointed.I saw the movie because of Paul.If Fast&furious 8 would confirmed i would be waiting for the DVD release.A really disappointed fan Universal."
6,In some ways its a great action film and in other ways its a total joke. Its a lot of fun to watch crazy car chases but the man to man fight scenes were 'over the top.' You don't get hit in the head with a 25 pound monkey wrench and just shake your head and keep fighting. Its a lot of stuff like that-death blows just pissing off characters- repeatedly-that gave me a bit of irritation. This type of film making is all about bigger faster and more action-so I suppose it all makes sense in the context of the movie but at the same time time I thought they might have toned down the Godzilla versus Hercules fight sequences into something that would apply to human beings. Its still watchable as good action film. I think this franchise never had a future beyond this film anyway for what its worth now that they probably won't be making any more of them due to Paul Walker not being around anymore.I only give it a six because of the abundance of unrealistic fight scenes. Its not supposed to be a Rocky movie.
6,"Granted that I can't claim to be a fan of the ""Fast & Furious"" series, but still have managed to gotten around to watching them all whenever the chance presented itself. Though this is definitely not movies that will lure me to the cinema. It took me about two years after its initial release to get around to watching ""Furious 7""; yeah, these movies are not high on my to-watch-list.""Furious 7"" was every bit as I had expected, which wasn't much. Sure, there is an abundance of cars and action here, which is essentially the only thing that the franchise is about.Story-wise, then ""Furious 7"" was every bit up to par with the previous six movies. So if you enjoyed those previous movies, you will also enjoy this one. Just don't expect storytelling on a grand scale.Personally I can't claim to have any interest in Vin Diesel or his inability to act and his monotone delivery of every single line. However, Jason Statham, Dwayne Johnson and Michelle Rodriguez is what I enjoy watching in this franchise. The cast is actually quite alright, and has been so throughout the entire franchise. It was quite nice to have Tony Jaa and Kurt Russell show up in ""Furious 7"".There is a lot of action and cars in the movie, as I mentioned earlier. Personally I don't care much about cars in any way or fashion, so that has little appeal to me. The action, however, now that was top notch. Actually, some of the scenes were just so over the top and campy that it was hard not to laugh at how ludicrous of it all was. I mean, the scene where Dwayne Johnson breaks off his cast and goes to pick up a Gatling gun to take on a helicopter was just too much. I was actually ready to turn off the movie when they dropped out of an airplane in their cars and almost all of them practically managed to land spot on the road, that was just downright ridiculous. And finally the scene where they had a car jump through three buildings was also seriously too much.""Furious 7"" is definitely a movie made for the male audience, so it is filled with testosterone, cars and action.While it certainly is an entertaining movie, it is also a movie that you shouldn't take too seriously, because it is just blown way out of proportions and lacks a sense of realism. ""Furious 7"" is hardly a groundbreaking movie by any means, but proved to be just as entertaining as the previous six movies in the franchise."
6,"I wanted to like this. Really, I did! As Paul Walkers final film, I was hoping they would have done something interesting and different with the story and they did. But not in a good way.In essence, they tried to turn Furious 7 into Mission Impossible. Before very long in the movie, the gang are working for ""Da Man"" - in this case Kurt Russel - and helping him recover a piece of technology for the security forces. Said technology will then be used to help them find Jason Statham's character, who is out to get them.Sounds reasonable, right? Unfortunately, this premise is quickly overwhelmed with utterly ridiculous nonsense such as cars parachuting out of a plane to land perfectly on a winding mountain road; Coaches armed with mini-guns down the sides like some kind of road-going galleon; Reinforced concrete parking structures that collapse like they are sandcastles on a beach; People fighting and hitting each other in the face with plumber's wrenches and barely even feeling it.You get the idea? It is ridiculous. As if they just decided to ramp up the stupid and to hell with it.So is it really that bad? Well, I guess if you have no understanding of how the real world works - physics, gravity and so on - then I suppose it is a decent enough action film. The problem really lies with how this movie takes itself far too seriously. None of the aforementioned excesses would be out of place in a comedy spy film. Yet here, they just stand out. Instead of saying ""Whoah! Did they just do that?"" you end up saying ""You've gotta be effing shitting me!"" Furious 7 is a parody of its own franchise, piling on the impossible action and saying ""To hell with the consequences"". After the previous outing, I didn't think they could make it any more unbelievable, but they have.The result is an unsatisfying movie where nobody dies except the bad guys and everyone has Neo-like abilities when it comes to defying gravity and physics. It's just too much. Far from being a fitting send-off to the franchise, it just ends up teeth-grittingly annoying and tiresome.So was there anything good? Well, there was some interesting camera-work in the early fight sequences, with the camera following characters as they rolled around. Literally the camera rolled with them. Quite a nice effect, actually. The car driving was, as usual, enjoyable to watch, though the stunts were less so.However, other than that, there is little to recommend this movie apart from the silliness. If you've seen other F&F movies, this one is just more of the same, but done in such an over-the-top manner as to make it tedious, not exciting.SUMMARY: Beyond ridicule. Too much excess that no one tried to reign in. Tries to reinvent itself as a spy-action movie. Not so much Mission Impossible, as Mostly Impossible."
6,"To watch this film you must have a mind that does not nitpick and that can look over the impossible stunts that are performed in this film. It is amazing some of the visuals but it is just so ridiculous it takes away from the film. It gives it that impossible feel that I don't think suites this film. I am all for seeing a bus go off a cliff in an action sequence but with the stupidity that one of the characters escapes to then jump on a spoiler is something I cannot accept. I did enjoy the characters to some extent and I could take on board the story of Jason Statham's character view on them attacking his family. However I would of much preferred seeing them go head to head rather than him just jumping into the plot for the story convenience. It seemed a bit forced. But I had come to expect this from the Fast and Furious franchise. This is a perfect film to put on when there is nothing else to watch or when it is on television for a bit of mindless action. But I do not thing it is a great thing for action films of the future to take a leap from this film as I assume the one billion it will make worldwide will influence more films to come. I would like to see some plausibility to the action and think ""wow that could of happened"". Not ""wow this is stupid"" when i see a car go through three skyscrapers and they some how survive. After all of this the tribute to Paul Walker was a very touching moment and it is one I will re-watch as I did like the chemistry with all the characters. Paul Walker was probably the best of the bunch which will be a miss to this franchise. Overall I would actually recommend watching this film however know what you are getting yourself into. you will not be seeing an action film that will bend your mind but you will see one that will make you think how stupid some of the scenes are. 6/10"
6,"This is a bit hard to review because we all know what happened due filming this flick, the sudden death by car accident of Paul Walker. Excellent the way he's seen throughout this flick and in the last minutes were Vin Diesel is saying stuff towards him and an ode is shown towards Paul I can understand that some fans will wipe away a tear. It's really sad what happened of course but we are stuck with part 7 and for me it was all over the top.it picked up were part 6 left and that was fine until the cars come out of an airplane. From there on the whole movie is an over the top action flick. If it would have been a movie on it's own it would have been great, style 007 or Mission Impossible but hey, face it, it is still Fast And Furious. We do have car chases and naturally in the beginning German Junk Car lost it from the US Muscle Car, that was good but overall, it was more about the action. The car jumping from building to building, doesn't fit for me in a F&F flick. So I'm left with a bitter feeling. It do has an open ending so up to part 8 but really, let's go back a bit more towards the cars in stead of action like this. Part 6 was fine to see and is was just limited in action to not exaggerate the action. What can I say, not really my thing this time.Gore 0/5 Nudity 0/5 Effects 5/5 Story 2,5/5 Comedy 0/5"
6,"Furious 7 (2015): Dir: James Wan / Cast: Vin Diesel, Paul Walker, Michelle Rodriguez, Jason Statham, Kurt Russell: A vast improvement over a franchise that burns more rubber than ideas. This entry is better plotted and written with more detail than what is expected. Jason Statham makes for a nasty villain Deckard Shaw who is out for revenge after the bludgeoning defeat of his brother in the previous film. He first sends Hobbs, played by Dwayne Johnson to the hospital after a brutal battle following his hacking his computer for the names of the team that took his brother down. Central plot regards Shaw stalking them and making lethal attempts at their lives. There is also an interesting subplot weaved within regarding a hacker who needs to be rescued to complete the mission. Finally, we have impossibly corny yet entertaining race action sequences where cars careen through skyscraper windows towards other skyscrapers. Vin Diesel returns as team leader Dom who engages in a street fight with Shaw, but his main concern is his team as well as his wife's amnesia. Paul Walker unfortunately met with an untimely death before film completion. As Brian, his wife, who is Dom's sister is expecting a second child. Michelle Rodriguez plays the feisty Letty, Dom's wife who struggles with memory loss. Statham is a terrific addition as Shaw, as well as Kurt Russell as an agent recruiting Dom and his team for a duel mission. Don't expect anything above mindless action and stunts that are way off the grid. Do expect a film that rises above previous films plus gives Paul Walker a nice montage sendoff before the credits. Score: 6 / 10"
6,"It's an understatement that the films in this franchise are getting crazier and increasingly unrealistic with each successive installment. And Furious 7 takes that to yet unseen levels. But then, realism never really was an expectation here was there ? The earlier films though, were at least grounded in some level to the extent that you could at least believe what you saw if you stretched your imaginations far enough. This one takes believability to, as Roman would say it, a whole new level.Sample this: After the events of the previous installment, Owen Shaw's brother, Deckard is out for revenge against Toretto and his crew. To get to them though, he needs to know where they are. So, he breaks into the DSS' headquarters (which looks completely desolated with only Hobbs and Elena working there) and into Hobbs' computer scanning for information on their whereabouts (which, as we were led to believe from the previous installments, were erased with the crew receiving full pardons). He then begins taking them out one by one starting with Hobbs (who Shaw manages to injure badly so as to land him in a hospital) and followed by Han (which connects the franchise to Tokyo Drift) and then Dom and Mia (who barely manage to escape). In the middle of all this, comes a terrorism plot about a certain ""Mr.Nobody ""who is after a device codenamed ""God's Eye"" that can turn any camera into a tracking device of sorts allowing its owner to spy on anyone. A terrorist wants to use it for his personal gains but to do so, he requires the assistance of the device's creator - a hot female hacker named Ramsey who Mr. Nobody wants Dom and his crew to rescue since only she knows where the device is. All of this is of course, carried forward by the franchise's trademark over-the-top and highly unbelievable set of action sequences, fast race cars and even bikini-clad chicks in a scene or two.The series seems to have settled on a formula of sorts with a silly plot governed by cringe-worthy lines of dialog relying on its action to do the talking not to mention the amount of times the term last / final is used in the franchise (One Last Ride, One Last Mission, etc.). While the set-pieces here are good enough, they lack the awesomeness of the ones in Fast Five and Furious 6 (which is gonna be hard to top with a tank and a plane). The final sequence drags on for so long with actors doing nothing but mouthing search and rescue dialogues amidst heavily inter-cut action I stopped caring about the outcomes of the characters themselves. The fight sequences too seem to have seemingly odd camera angles as if the director of photography ran out of angles to shoot from.Why then, have I rated this movie a 6 you wonder. That's because it all does come together to create a decent entertainment package. But more importantly, this is largely due to the tribute to Paul Walker at the end that, unexpectedly, feels so heart-wrenching its surprising. After all, its a Fast & Furious movie; it isn't supposed to be this emotional. But the cast give such a fitting send-off to Walker's character in movie it resonates largely with the real life situation. As for the CGI Paul Walker that some people seem to be cringing about, except for some shots in the end, I honestly couldn't make out which shots used his digital double in the film (I did have some guesses but they turned out wrong).I do believe that a lot of the high praise that the movie is getting has to do with this being Walker's final movie as also to the tribute at the end. Otherwise, its a fairly average action movie with a brainless plot that at times, reminded me of the crazy Bollywood movies that a lot of people criticize. Given the money its making and the fact that this is Universal's most reliable and only huge franchise for now, I won't be surprised if we get one of these every two years for the next decade at the least. Watch it, if nothing else, For Paul !!!"
6,"Vin Diesel may have been the most indelible trademark of the 'Fast and Furious' franchise, but its late star Paul Walker has consistently been the Yang to Diesel's Yin. It is no secret that 'Furious 7' is Walker's final performance, an inevitable consequence of his untimely death in a car wreck last year while filming on this latest instalment was underway. All we will say is that its writer Chris Morgan has given him as dignified a farewell as we can expect, and as the epilogue made up of footage from each one of the movies past echoed Diesel's personal message of brotherhood and family, be prepared for perhaps the series' most poignant moment ever. This however we will say – Walker is front and centre in each and every one of the action setpieces that Morgan and its new director James Wan conceive for a solid but otherwise unspectacular entry which can't quite match the fun, excitement and adrenaline kicks of Justin Lin's two earlier chapters. Oh yes, the filmmakers have pushed the boundaries of logic and gravity to try to top the over-the-top thrills of its two predecessors, but ironically the strain of their effort is more apparent than ever.Indeed, it is telling when a car chase along the streets of Los Angeles no longer gets our pulse racing in the same way that the first movie did – and there is one in particular between Dominic and his arch-nemesis here Deckard Shaw (Jason Statham) that is particularly nostalgic. Rather, it will take parachuting Mustangs chasing after a rogue paramilitary unit up in the Caucasus mountains led by Djimon Hounsou's terrorist Jakande to get us to truly sit up, but let us reassure you that this sequence teased in the trailer ranks among the finest that this muscle-car franchise has offered. It takes close to an hour to get to this point, as Morgan sets up the vendetta between Deckard and Dominic (and as his crew) and set in motion the pieces for their latest adventure.Frankly, the plot exists only as the narrative glue for the various stunts meant to be the highlight of any 'Fast and Furious' movie. There is no point questioning just why Kurt Russell's shadowy Government agent would entrust a supposedly time-critical mission of retrieving an all-seeing surveillance programme known as the 'God's Eye' and its creator (Nathalie Emmanuel's Ramsey) to Dominic and his men without so much as having his own team to stand by. Ditto for why Dominic would even agree to put his men in such danger despite being promised that they could use the said device to track down Deckard, in particular since the latter seems to show up on his own accord at every turn to foil their plans. We get that the franchise needs to shift gears in order to stay fresh (like how the fifth movie reinvented itself into a heist caper), but this detour into international espionage is far less convincing to say the least. It also explains why we were not quite taken by the sojourn into the United Arab Emirates capital of Abu Dhabi, compared to say the favelas of Rio de Janeiro in 'Fast Five' or the streets of London in 'Furious 6'. Yes, it does provide the opportunity for Dominic to crash a Lykan HyperSport out through one of the upper floors of the Etihad Towers, float across the Abu Dhabi sky while Deckard fires grenades at him, then smash through a window of a neighbouring tower, and finally skid past a small deployment of Terracotta Warriors – but it is so ridiculous even by 'Mission Impossible' standards that one cannot help but react with bemusement than wide- eyed awe. That leaves an overblown finale in the most literal sense of the word, which sees Jakande strike up a convenient alliance with Deckard in order to unleash war on Dominic and his men in the heart of downtown Los Angeles. Between Jakande's unmanned drone and his military helicopter, the urban warfare cannot quite match the white knuckle suspense and exhilaration of a massive bank vault dragged through Rio or an assembly of race cars taking down an airplane as it prepares to take off.Certainly, Wan had big shoes to fill with Lin's departure, but the helmer (better known for 'Saw', 'Insidious' and 'The Conjuring') who has never taken on a project of this scale misses the mark on several counts. Not only is the action more 'meh' than 'wow', there is too little of the camaraderie between Dominic and his crew which gave the last two films an added 'zing'. Just as sorely missed is the dynamic between Diesel and Dwayne Johnson's Federal Agent Hobbs, the latter of which pretty much sits out the whole movie after being injured by Deckard in one of the early scenes – and despite what promise it may have shown, the mano-a-mano showdown between Diesel and Statham cannot quite live up to that between Diesel and Johnson in 'Fast Five'.After the dizzying heights of the immediate last two movies, it seems inevitable that 'Furious 7' will be at least slightly underwhelming – and if not for the beautiful sendoff for Paul Walker at the end, it would be even more disappointing. At this point, the franchise seems to be its own enemy, and if we weren't quite so taken by 'Furious 7', that's because we knew from 'Fast Five' and 'Furious 6' that it could have been much better."
6,"I think this season is the best in this series. In Japanese, this movie is titled ""Wild speed Sky mission"". After watching this movie, I agree with the reason which this movie is called ""sky mission"" in spite of car action movie. As this title, action is very brilliant. On the other hand, O'Conner got his son, so he has something to wanna save. This gap is also interesting. What I was disappointed is the story line. I think more clear what and why they do these mission, we can get into the movie world more. Through all the season, O'Conner's posts were very important for these movies. (I was disappointed that O'Conner in this season isn't so.) I like O'Conner very much, so after the next season I can see him. I'm sorry for Paul Walker's loss."
6,"There was one race scene, one convoy scene, one get away scene, and one chase scene. The first Fast and Furious had at least three or four of each. The settings have become a little more diverse with at least three different regions of the world represented. Less race scenes meant less street tuners though some of the armored mods were still innovative. Overall the attitude of the Fast and Furious saga had been toned down from careless joy rides to now saving the world! Paul Walker's death definitely changed the relationships and trust amongst the familiar cast. Most visible was the change in Vin Diesel's acting. Tony Jaa was suppressed since he could definitely beat anyone there in a martial arts contest, and any action actor was suited for Jason Statham's hyped role. Tyrese and Ludicrous were still exchanging funny insults for the babes, and Dwayne Johnson always keeps energetic and motivating."
6,"It is a good thing the franchise sampled the heist element into its defining genre of car and culture, otherwise hardly would it have reached the level it has now. Growing through sequel after sequel, in this seventh installment of the beloved, sentimentally-charged series, the only problem is - it goes beyond adequacy.Finally stitching together the third film and its sequels, the plot takes you on a revenge game from the antagonist's side. The Toretto-O'Connor family has developed over the years, and the sentimentality is all over the place, giving the plot a considerable dose of melodrama. But the past is back to haunt them as Shaw (Statham) is vowing to avenge his brother's free-fall from that never-ending runway in the sixth film. Starting with an attack on Hobbs (The Rock), Shaw visits Dom and gang from time to time like he's an insurance agent coming in for monthly checks. All he does is arrive, talk, shoot few bullets and beautiful grenades, and leave.Then the plot drifts to a side story about a hacker who is being pursued by a dumb marauder. Unfortunately the primary bad guy (Statham), as one can possibly detect, has a screen space less than that of the Indian lad Ali Fazal. He is vindictive, agreed, but switching ON and OFF between the scenes is equivalent to a show without a villain. It mostly looked like that Dom and his gang are fighting and driving for nothing. That is confirmed when in the second half you see all of Hollywood crammed into one big setting, where all rules of science, logic, and common sense go take a hike. The second biggest problem with the plot is that Hobbs, who as an anti-hero changed the way the audience saw The Fast & The Furious series evolve, is left out. It was a delight watching him in the last two films, but in here, he is not even given his fair share of comedy. Tyrese may make you laugh with maintained humor, but he definitely overdoes it. However, fans expecting explosions WILL get explosions. After tanks and freighters, here we have flying cars and buses fit with machine guns. The action goes couple of notches higher, with breathtaking (is the right word) sequences helped by beautiful photography. The camera work is better due to the use of slow-motion stunts. If you take the advice I have mentioned in the summary, you will find delight in watching these scenes that unfold in the first half. Second half is tedious and draggy. With a climax that lasts an eternity adds further boredom to the viewing experience and makes Hollywood look like Bollywood. Even the music is a let down.The character of Letty (Rodriguez) was best left dead, because she is one player causing sameness in the film. With that silver Christ locket exchanging necks and hands more than a regular one dollar bill, it would have been wiser to prune the family business, now that Mrs. O'Connor is being cast only for the purpose of producing babies. Diesel is fine, Statham is badly cast, while Walker is purportedly the man of the show. A glorious tribute at the end closes the show with a tear.BOTTOM LINE: Watchable, because it very well defines what the franchise is all about - ones and zeros as in binary which relates to fear and loyalty as in family. So, limit your brain and experience the high-octane drama. 6/10.Can be watched with a typical Indian family? YES"
6,"Just came out to see Fast & Furious 7 last night.I was expecting a lot from the movie, especially from the crazy unrealistic stunts they pull out for some times. I was not disappointed on that part, the first part of the movie gives great stunts and shots, a lot of humor, a real Fast & Furious.However the movie lacks a lot in it's second part. The finale is long and boring. We are stuck for more that 30m with a chase between a car and a drone, repetitive, unimaginative, dark, without much meaning.I left the movie with mix feelings, I had both a good time and a bored time.While I do appreciate the farewell to Paul Walker at the end of the movie, I found it even more troubling regarding the storyline of that movie.It was touching, but it just doesn't makes sense in the movie. Toretto is leaving the beach... alone as if he was leaving everybody. Brian follows him, they ride and they split. All of those shots with good narrative on how much they will miss him...In the storyline, what is the points of those words? There is no clue whatsoever that Brian is going to die (does he have cancer in terminal phase or something?), Considering they intend to do a F&F8 and F&F9, I was hoping they would set up the next movies, especially what will happen to Brian, they didn't.I give that movie a 6, I think it is still worth a 7, but I found the ratings so far overrated"
6,"I went into this film expecting an all-time classic based on the reviews I had read & what I ended up watching was just a decent film overall. Phoenix is outstanding...so he definitely did his part. But I feel like if you've seen the trailers you've seen the movie because the best way I can describe this film is it feels like a 2 hour version of the trailer. At 2 hours it's a relatively common runtime, but it felt a lot longer...which isn't good. I'd say this is much more of a rental than a theater movie. Kinda just....eh."
6,"I was so hyped up to see this movie, loved the trailer, only movie I have wanted to watch in the cinema for a very long time.I watched it and was bored. the astectics were amazing, music was good, story and execution was meh. the performence of the joker was a good performence but people raving about this are driving me mad. either you have not seen many movies or I have seen too many. this movie was bang average and was actually boring. I was thinking about leaving half way through as I was bored out of my mind.I do not regret watching it but it is being so overhyped that I am so confused right now. I think it had a good premise but could have been so much more, so much more.Signs of a great movie is the repeat viewing of it or it moving you, did not move me whatsoever and I would not watch it again.I thought maybe people are getting paid to write good review but have actually met people who think it is the best movie ever.... OMGGGThis movie is bang average and way overhyped.
phenoix performence is good but as the story and execution is so bad, I feel he never even touched the higher spectrums of performence.I have experienced and seen worse in my life, if this made you feel, you are (i hate this word but have to use it) a snowflake. Please get off social media and live life.there is a real world out there."
6,"Here, we have a broken man whose mental instability and illness is the catalyst for what Arthur Fleck eventually becomes, but I mean nowhere in this movie do we witness any kind of intellectual prowess, high intelligence, or even any miniscule reference to his wit and smarts to believe he has what it takes to become the Joker from the previous films.Also, there is merit to the theory that the whole entire movie was a dream playing out in his imagination, and he was conveying that to the psychiatrist the whole movie, which connects to the end since it starts with him meeting a psychiatrist and we know he was making things up by the revelations. In addition, there is no factuality to the idea that he was Thomas Wayne's lovechild. Joker is having a delusion of grandiose throughout the story, connecting himself to powerful people and situations, which would be a semi-trait of his narcissism, as well (although narcissism is far from his predominant psychological problems). I'd prefer this theory because it would explain why Fleck lacked any kind of pragmatism and intelligence we've come to expect throughout this movie.The Joker is playing the psychotherapist the whole time, making her feel sympathy and bad for him (as well as the audience), and that's the joke on her at the end, which enables him to kill her, too. This is Joker's own fantasy origin story, which has little validity.Go ahead and downvote, but there's no way this take on the Joker is intelligent and mentally competent enough to become Ledger's Joker."
6,"The performance of Joaquin is excellent but the story simply don't have anything to do with the Joker, it's more about a mentaly ill man struggling with his chaotic enviroment until it's overwhelmed and snaps. I would be a much better film if the title was ""Arthur"" or ""The Clown"" but the fact that it's forced to be related to the batman universe it's why i feld it didn't work."
6,"What can I say about it that hasn't already been said? It's not a terrible film, but it's not a great (or even a really good one) either. The technical aspects are great. The score and cinematography are really good. Many individual scenes are also good. But as a whole, it just feels unnecessary. Not just that, but tone deaf as well. What it's trying to say about mental illness is problematic. Why? Because it's not really sure what it's trying to say or if it's even trying to say anything about it at all. Instead, it was added in there because, well, it's easy right? Joaquin Phoenix really does excel in many scenes of the film, but I'm not sure I would want him winning an Oscar for this. Overall, it's also just not that interesting. It's kind of... boring at times. And for a Joker film to be boring? That's a crucial offense. And I guess everyone is entitled to their opinion, but I seriously wonder if those people calling this a ""masterpiece"" have even seen Taxi Driver or The King of Comedy."
6,"Strong fanboy and hype rush going on.
The movie is good don't get me wrong, the cinematography is amazing, the acting is brilliant, but the story is a bit predictable if you have an iq above 90. Its also really slow paced which can be annoying at times. Deff has it flaws and is in no way even comparable to Batman the dark knight. The movie is a 7 but I gave it a 6 to compensate for all the fanboy 10s"
6,"Just to say that the film left me wanting to watch ""The King of Comedy"" and ""Taxi Driver"" the whole time, plus a few of the other films that this film strongly references. Joaquin Phoenix is fantastic however and the film has all the top production values that you'd expect of a big studio picture but it's generic and predicable in my opinion. It takes from so much that it's not it's own film for me. By no means is the film awful, it's just soulless. I'm not trying to be deliberately obtuse and against the tide of support for this film either, there are things as I've mentioned to commend and I'd like to add that going the way of gritty R rated film making is what I've wanted for years, from a more dramatic viewpoint, I thought ""Logan"" did what this film failed to do for me as a darker comic book oriented film. I hope people can respect my opinion just as I respect the free speech of everyone who really liked the film. Finally, I will add that those who have bashed the film for violence do not know what they're talking about. There are far more violent films than this and if one person or even a handful of people were incentivised to cause harm to others, the rest of us shouldn't have to pay for the odd few thank you very much. It's an interesting watch for certain and I'd recommend watching for that reason alone."
6,"Some great moments, doesn't really live up to the hype though.
Phoenix's prediction of Joker's descent into madness was really interesting to watch and he will get many plaudits but the film felt like it was missing something. A few plot holes and areas where you feel like it's being dragged out longer than it needs to be. Definitely worth a watch, but don't go in expecting to see a 'film of the year'.
Ledger still on top."
6,"I found nothing interesting or artistic about this movie, it's just a meaningless show which pretends something meaningful"
6,"Watched the movie, it was a great performance by Joaquin Phoenix, but it was a performance of a man going insane. The story being about Joker is an offshoot. The Thomas Wayne character is overdone and cocky. DO NOT see this movie as a DC comic version of the Joker it is not."
6,"Don't listen to the unbelievably high average score, this is not a great movie. It leans on cliches, it struggles to communicate vital character details, but it manages to pull together a strong closing act to elevate an otherwise inconsistent film.'Joker' stumbles out of the gate by throwing a plethora of ""troubled loner"" cliches at us. The scenes read almost as a list, giving the early stages of the film a disjointed feel that hampers any sense of immersion. The only aspect of our lead, Arthur Fleck, that seems original is his affliction. His sudden outbursts of laughter during tense situations are used to great effect several times throughout the first act.As the story continues, 'Joker' wastes time on a sub-par subplot involving Arthur's neighbor. Another sub-plot, involving Thomas Wayne, is far more interesting and clever in its execution.Ultimately, 'Joker' becomes a story of Arthur breaking free and flourishing in the chaos of Gotham. The final act revels in his now unrestrained insanity. However, the film struggles to convey a clear image of what exactly is happening within Arthur. Is he an idiot savant, or a brilliant mastermind set free of his bonds. You can go back through the film if you wish and identify plot points to either effect if you wish (the latter seems more likely in retrospect). However, this failure of communication lessens the impact of the film, leaving you somewhat disappointed.Nevertheless, the final act is an exciting close to the film, though it probably should have ended about 5 minutes earlier than it did (the final scene is unneeded). Regardless, the result is a unique and fascinating comic book movie held back from greatness by a shaky start and questionable communication."
6,"Plot holes aside (If the entire Gotham is so vicious, who is Batman gonna save it for... the filthy rich? He's SUPPOSED to be a hero for goodness sake), the film paints a masterful portrait of a back story. Now they just have to find a super villain whose life it fits."
6,"There is no doubt in my mind that Joaquin Phoenix deserves at least an Oscar nod, if not the trophy itself. In an odd way, he reminded me of Sean Penn in that when you watch him, you forget he is an actor, all you see is the character. In reality, the rest of the cast were merely props in this one-man show... even Robert De Niro.There are a lot of Easter Eggs as nods to other films of the late 70s and early 80s, which was cool.As an origin story in the comic book universe, Joker was good, better than most. I do not judge movies based on how closely they follow a book or if they follow the rules of physics, but more if they entertain me and allow me to escape my reality for a few hours. In that sense, Joker left me wanting for more. Yeah, there are political nods that you can read into this, but they weren't forced onto the viewer, more of a backdrop.The randomness of Joker's thinking and thoughts was in a word, distracting. Because the director put me in the lead character's psychosis, I had a hard time sympathizing with any character in the movie, which makes it difficult to connect to the story.Maybe the real genius of the movie was that randomness, seeing the world through the psychotic mind of the Joker. But it didn't make for a hugely entertaining experience for me."
6,"Just came home from the cinema. My five cents: It's basically taxi driver 2 with a Joaquin phoenix overplaying pretty much every scene. I thought it was entertaining and beautifully shot, but not my favourite movie of the year. And come on, that ending with him at the show admitting killing those three guys without anyone doing anything. That was a bit too much."
6,"Ok so been to see the JOKER on the back of all the reviews on here saying its a cinematic masterpiece etc etc, and while i cant argue that Phoenix certainly gives an acting masterclass the actual movie itself is dare i say it a bit slow, and a tad boring ( i dont care if you dont agree ) and as for the Joker himself he is no where near as good as the one portrayed by Heath Ledger and no where near as scary.
The Joker here comes across as a sad pitiful character who in all honesty needs a swift boot in the short and curlies followed by a good wash.After i watched the Dark Knight i could not wait to see it again but certainly dont feel that way about JOKER"
6,"Pros are obviously Joaquin is amazing and the direction is competent and it's beautiful and I actually liked a lot of the changes they've made Bc it's an origins story. Cinematography= excellent. I love the grittiness, the swearing, the constant chain smoking, the blood, the scene in the apt when he murders the guy with the knife and lets the little man go was great, the girlfriend thing being all in his head was great, joaquins dancing was great....Cons= a lot of the writing was just lazy. He got away from murder way too easily (literally nobody was in the subway tunnel= needlessly convenient) the murders of 3 random punk kids starting a crazy movement of violence was unbelievable and stupid (they weren't important at all just 3 rich kids with no explanation?) although I liked the idea of Thomas Wayne being a bad guy pretty much every scene with him was stupid (the joker sneaks into the theatre so easily during the protests=stupid) the end where he gets murdered in the alley during the violence was really stupid and so lazy (the guy was running for mayor and had no body guards or anything= totally forced the Batman connection). I liked the themes but they were way too overt, like when he basically rants on tv about his mental illness before shooting Robert deniro... totally not like the joker at all... I don't care if it's supposed to be like that.. it could have been a lot more subtle and natural but wasn't... and finally, although it was gritty and dark... I feel like they were still way too careful and preachy... like I was expecting him to kill a lot more people and honestly hoping for it because that's what the joker does especially for his origin story! Everyone is obsessing over it and saying it's amazing but I really just think that it fell short on Way too many levels. Worth the watch and definitely more bold than most but could've been great and simply isn't."
